suite,test_number,utterance,answer,expected_agent,actual_sub_agent,expected_tool,actual_tool,bug_yes_no,ai_recommendation,Review
multi,47,"Sarah Kim sarah.kim@indeed.com, my direct report, contractor account needs activation","Got it — you need Glean access activated for Sarah Kim (sarah.kim@indeed.com), and she isn’t showing up in the normal access list.  Here’s what I’ll send to a specialist:  - On behalf of: Sarah Kim (sarah.kim@indeed.com)  - Relationship: Direct report  - Application: Glean  - Access type: Activation / access not showing in normal list  - Reason: Project access needed; contractor account needs activation  Want me to submit it?  [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],['load_catalog'],No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
pt1,299,"Hi Team - it looks like I no longer have an Excel subscription, so I can’t save documents for clients after editing. Can you check into that for me? When attempting the SSO, it isn’t working for me. Thanks!","Got it — you’re trying to get your Excel/Office apps working again and SSO isn’t letting you in. For Microsoft Office 365, there are a few different access types.  Which type of access do you need?  1. **Office 365** (Excel/Word/PowerPoint license)  2. **Office 365 +Teams** (Office apps plus Teams)  3. **Entra ID (Azure)** (directory/admin-plane access, not the Office apps)  If you’re not sure, tell me what you’re trying to do (for example: “use Excel desktop and save files”), and I’ll pick the right one.   [[helpiq:EA=False]]",GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",Review,Unclassified topic mismatch (expected GeneralQnA_HelpIQ got HelpIqAgentMultiplierSoftwareRequests) — manual review,ok to chage to multiplier software and the selected tool calls
pt1,300,"Hi Team - it looks like I no longer have an Excel subscription, so I can’t save documents for clients after editing. Can you check into that for me? When attempting the SSO, it isn’t working for me. Thanks!","Got it — you’re trying to get Excel working again so you can save edited client files, and SSO isn’t working.  For Microsoft Office 365, which type of access do you need?  1. **Office 365** (Excel/Word/PowerPoint apps)  2. **Office 365 +Teams** (Office apps plus Teams)  3. **Entra ID (Azure)** (directory/admin access, not the Office apps)  If you’re not sure, tell me what you’re trying to do in Excel and I’ll point you to the right option.   [[helpiq:EA=False]]",GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",Review,Unclassified topic mismatch (expected GeneralQnA_HelpIQ got HelpIqAgentMultiplierSoftwareRequests) — manual review,ok to chage to multiplier software and the selected tool calls
multi,51,actually I also need Adobe access for the same project,"Got it — I can help with Adobe too, but I’m not finding “Adobe” in the automated access catalog.  Which Adobe product do you need (for example, Acrobat, Photoshop, Creative Cloud), and what level of access do you need?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,53,for John,"Got it — you’re requesting Datadog access for John. To route this correctly, what’s John’s email address (or Slack handle)?    [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,56,ChatGPT Enterprise for our team's research,"Got it — you’re looking for ChatGPT Enterprise access for your team’s research. Since this is for multiple people, I’ll route it as an escalation so IT can provision the group correctly.  Who should be included (please list each person’s name plus email or Slack handle)?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],['load_catalog'],No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,57,yes,Here’s the request I’ll file:  - Application: Zoom   - Access type: General   - Reason: Not required for this access type    Want me to submit it? [[helpiq:EA=False]],HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,59,Office 365 + Teams,Got it — Microsoft Office 365 with the **Office 365 +Teams** license for your account.  What’s the business reason you need this license?   [[helpiq:EA=False]],HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,60,Regular user access,"Got it — Seismic isn’t in our automated access catalog, so I’ll route this to an IT Specialist.  Here’s what I’ll send to a specialist:  - Application: Seismic  - Access type: Regular user access  - Reason: (missing)  Want me to submit it once you share a one-line reason you need Seismic access?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,140,I cannot get to id.indeed.tech.,"Got it — if you can’t reach **id.indeed.tech**, you can still try a password reset via an alternate verification path (as long as you can access your Indeed Gmail).  1. Go to **id.indeed.tech** and start the sign-in flow.  2. Select **Verify with something else**.  3. Choose **Password**.  4. Select **Forgot password?**.  5. Choose **Email**, then select **Send me an email**.  6. Open the message from **noreply@okta.com** in your Indeed Gmail and select **Reset Password**.  If you can’t access Okta, your enrolled authenticators (FastPass/Security Key), or your Indeed Gmail, this will need specialist help.  Would you like me to open a ticket and bring an IT specialist into this Slack thread to help?   [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,63,I need sourcegraph access,"Got it — “Sourcegraph” isn’t in the automated access catalog I can submit from here, so I can route this as an escalation for you.  What’s your reason for needing Sourcegraph access?  [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,64,I need Tableau Creator access for ad-hoc customer analytics reports,Got it — Tableau has a few access types available.  1. **Creator** — build and publish content  2. **Explorer** — interact and analyze without full creation rights  3. **Service Account (Viewer)** — for non-human accounts/integrations  4. **Viewer (Contractor Only)** — view-only for contractors  Which type of access would you like?   [[helpiq:EA=False]],HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,66,I need Concur access for travel expenses,Got it — you’re requesting Concur access so you can submit travel expenses.  Here’s what I’ll submit:  - Application: Concur   - Access type: General   - Reason: travel expenses    Want me to submit it? [[helpiq:EA=False]],HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,67,Editor,Noted — Figma **Editor** access. What’s your business reason for needing Editor access?   [[helpiq:EA=False]],HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,68,"Jenks Miller, jenkinsm@indeed.com, manager","Thanks — you’re looking to get Slack access set up for your new hire, Jenks Miller (jenksm@indeed.com), and you’re their manager.  What’s the business reason they need Slack access (one sentence is fine)?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,71,Alex Smith asmith@indeed.com / Bo Lee blee@indeed.com / Cam Patel cpatel@indeed.com,"Thanks — I’ve got the 3 direct reports:  - Alex Smith (asmith@indeed.com)  - Bo Lee (blee@indeed.com)  - Cam Patel (cpatel@indeed.com)  Which type of Figma access do you want for them?  1. **Viewer**  2. **Collaborator**  3. **Developer**  4. **Editor**  If they don’t all need the same level, tell me which person should get which one.   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,72,the one for Japan,"Got it — Tableau access for Japan. Which type of access do you need?  1. **Creator**   2. **Explorer**   3. **Service Account (Viewer)**   4. **Viewer (Contractor Only)**    If you’re not sure, tell me what you need to do in Tableau (view only vs edit/build dashboards), and I’ll point you to the right one.   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,73,"I just need to talk to someone, my issue is urgent","Understood — you need urgent help and want to talk to a human.  What’s the IT issue you need help with?  - **Laptop/desktop** not working   - **Login/access** (Okta, email, apps)   - **VPN/network** connectivity   - **Software install** or permissions   - **Email/calendar** problems   - **Other** (tell me what’s happening)   [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],[],Review,No tool fired this turn (expected ['HelpIqAgentEscalateAction']) — verify if tool should have fired or expected is wrong,"ok to not call tool, we need to clarify"
multi,141,I cannot get to id.indeed.tech.,"Got it — if you can’t reach **id.indeed.tech**, the documented guidance is to try the Okta login-loop and Okta Verify troubleshooting steps first. If the page still won’t load after that, this needs specialist support.  I can open a ticket and bring an IT specialist into this Slack thread to help. Would you like me to do that? [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
